FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0000,,GY 11,20,1127,Chief Performance Analyst,Annual,2,1,129168.00,258336.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0000,,GY 08,20,1126,Senior Performance Analyst,Annual,1,1,93156.00,93156.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0000,,GY 07,20,1125,Performance Analyst,Annual,1,1,85236.00,85236.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0000,,GY 07,20,1125,Performance Analyst,Annual,2,1,82884.00,165768.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0000,,GY 07,20,1125,Performance Analyst,Annual,1,1,79728.00,79728.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0000,,GY 07,20,1125,Performance Analyst,Annual,3,1,76020.00,228060.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3032,Public Safety Audit,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,35927.00,35927.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,X 32,9,9659,Deputy Inspector General,Annual,1,1,175512.00,175512.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,BX 14,10,1727,Information Analyst - IG,Annual,1,1,72996.00,72996.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,BX 14,10,1727,Information Analyst - IG,Annual,1,1,69684.00,69684.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,BX 16,10,1721,Senior Information Analyst - IG,Annual,1,1,89112.00,89112.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,BX 16,10,1721,Senior Information Analyst - IG,Annual,1,1,83052.00,83052.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,BX 16,10,1721,Senior Information Analyst - IG,Annual,1,1,80124.00,80124.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,BX 16,10,1721,Senior Information Analyst - IG,Annual,1,1,76476.00,76476.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,GY 10,20,1719,Senior Forensic Data Analyst,Annual,2,1,106272.00,212544.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,X 33,0,1718,Chief Forensic Data Analyst,Annual,1,1,153384.00,153384.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,X 33,0,1717,Chief Data and Information Analyst,Annual,1,1,153384.00,153384.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,BX 17,10,06M3,Web Developer/Administrator (OIG),Annual,1,1,103488.00,103488.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,GY 09,20,06A7,IT Security Analyst-IG,Annual,1,1,97332.00,97332.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,BX 17,10,06A4,Data Services Administrator-Excluded,Annual,1,1,85128.00,85128.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,BX 13,10,0645,Technical Support Administrator - IG,Annual,1,1,60660.00,60660.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,GY 09,10,0641,Forensic Data Analyst,Annual,1,1,101628.00,101628.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,GY 09,10,0641,Forensic Data Analyst,Annual,2,1,97332.00,194664.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,GY 09,10,0641,Forensic Data Analyst,Annual,1,1,89112.00,89112.00
LOCAL,3,Office of Inspector General,0100,Corporate Fund,1005,Office of Inspector General,2005,Office of Inspector General,3045,Information Technology and Analytics,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,44675.00,44675.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0000,,1 00,9,9905,Budget Director,Annual,1,1,218280.00,218280.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0000,,X 31,0,9868,First Deputy Budget Director,Annual,1,1,199800.00,199800.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0000,,X 31,9,1120,Managing Deputy Budget Director,Annual,1,1,188400.00,188400.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0000,,BX 16,10,0802,Executive Administrative Assistant II,Annual,1,1,124584.00,124584.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0000,,BX 16,10,0802,Executive Administrative Assistant II,Annual,1,1,94332.00,94332.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0000,,BX 18,20,0394,Administrative Manager,Annual,1,1,93384.00,93384.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3005,Administration,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,10990.00,10990.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,X 32,9,9656,Deputy Budget Director,Annual,1,1,175512.00,175512.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,X 32,9,9656,Deputy Budget Director,Annual,2,1,167964.00,335928.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,X 33,9,1124,Assistant Budget Director,Annual,1,1,137532.00,137532.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,GY 08,20,1107,Principal Budget Analyst,Annual,1,1,112080.00,112080.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,GY 07,20,1105,Senior Budget Analyst,Annual,1,1,102648.00,102648.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,GY 07,20,1105,Senior Budget Analyst,Annual,1,1,82884.00,82884.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,GY 05,20,1103,Budget Analyst,Annual,1,1,72384.00,72384.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,GY 05,20,1103,Budget Analyst,Annual,1,1,68856.00,68856.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,GY 05,20,1103,Budget Analyst,Annual,3,1,65616.00,196848.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,GY 05,20,1103,Budget Analyst,Annual,1,1,62508.00,62508.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,BX 15,10,0134,Financial Analyst,Annual,2,1,80124.00,160248.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3010,Budget Development and Monitoring,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,22887.00,22887.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3015,Strategic Communications,0000,,X 33,9,1124,Assistant Budget Director,Annual,1,1,121668.00,121668.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3015,Strategic Communications,0000,,BX 15,10,0789,Public Relations Rep III - Excluded,Annual,1,1,76476.00,76476.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3015,Strategic Communications,0000,,PX 02,9,0705,Director of Public Affairs,Annual,1,1,132912.00,132912.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3015,Strategic Communications,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,17530.00,17530.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4160,Compensation Control,X 32,9,9684,Deputy Director,Annual,1,1,167964.00,167964.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4160,Compensation Control,BX 16,10,1333,Compensation Specialist,Annual,1,1,124584.00,124584.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4160,Compensation Control,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1887.00,1887.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4165,Applications,X 32,9,9684,Deputy Director,Annual,1,1,167964.00,167964.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4165,Applications,GY 09,20,0647,Senior Programmer Analyst - Excluded,Annual,1,1,115992.00,115992.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4165,Applications,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1887.00,1887.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4170,Data Analytics,X 32,9,9656,Deputy Budget Director,Annual,1,1,175512.00,175512.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4170,Data Analytics,GY 08,20,1141,Principal Operations Analyst,Annual,2,1,82884.00,165768.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4170,Data Analytics,G 09,3,1140,Chief Operations Analyst,Annual,1,1,117636.00,117636.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4170,Data Analytics,X 33,9,1124,Assistant Budget Director,Annual,1,1,137532.00,137532.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4170,Data Analytics,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4585.00,4585.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4175,Performance Management,GY 07,20,1125,Performance Analyst,Annual,1,1,85236.00,85236.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4175,Performance Management,GY 07,20,1125,Performance Analyst,Annual,1,1,82884.00,82884.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4175,Performance Management,X 33,9,1124,Assistant Budget Director,Annual,1,1,146808.00,146808.00
LOCAL,5,Office of Budget and Management,0100,Corporate Fund,1005,Office of Budget and Management,2005,Office of Budget and Management,3160,Workforce Management and Technology,4175,Performance Management,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,7337.00,7337.00
LOCAL,6,Department of Technology and Innovation,0100,Corporate Fund,1005,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,3421,Office of CIO,0000,,X 32,9,9679,Deputy Commissioner,Annual,1,1,167964.00,167964.00
LOCAL,6,Department of Technology and Innovation,0100,Corporate Fund,1005,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,3421,Office of CIO,0000,,BX 17,10,1431,Senior Policy Analyst,Annual,1,1,85128.00,85128.00
LOCAL,6,Department of Technology and Innovation,0100,Corporate Fund,1005,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,3421,Office of CIO,0000,,B 15,1,1302,Administrative Services Officer II,Annual,1,1,143400.00,143400.00
LOCAL,6,Department of Technology and Innovation,0100,Corporate Fund,1005,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,3421,Office of CIO,0000,,G 09,3,1140,Chief Operations Analyst,Annual,1,1,109140.00,109140.00
LOCAL,6,Department of Technology and Innovation,0100,Corporate Fund,1005,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,3421,Office of CIO,0000,,BX 16,10,0802,Executive Administrative Assistant II,Annual,1,1,124584.00,124584.00
LOCAL,6,Department of Technology and Innovation,0100,Corporate Fund,1005,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,3421,Office of CIO,0000,,B 13,1,0708,FOIA Officer,Annual,1,1,74172.00,74172.00
LOCAL,6,Department of Technology and Innovation,0100,Corporate Fund,1005,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,3421,Office of CIO,0000,,BX 19,20,06J7,Senior Project Manager - DTI,Annual,1,1,97836.00,97836.00
LOCAL,6,Department of Technology and Innovation,0100,Corporate Fund,1005,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,3421,Office of CIO,0000,,IT 05,9,06J6,Director of Strategic Partnerships,Annual,1,1,133836.00,133836.00
LOCAL,6,Department of Technology and Innovation,0100,Corporate Fund,1005,Department of Technology and Innovation,2150,Bureau of Centralized Information Technology,3421,Office of CIO,0000,,3 00,9,06H4,Chief Information Officer,Annual,1,1,227976.00,227976.00
